"country","date_year","scientificNameID","year","scientificName","superfamilyid","individualCount","dropped","aphiaID","decimalLatitude","subclassid","phylumid","familyid","basisOfRecord","terrestrial","id","day","order","infraorderid","dataset_id","decimalLongitude","collectionCode","date_end","speciesid","superfamily","date_start","month","genus","bibliographicCitation","eventDate","brackish","superorder","absence","superorderid","genusid","originalScientificName","marine","subphylumid","infraclassid","institutionCode","date_mid","infraclass","class","infraorder","orderid","waterBody","kingdom","recordedBy","classid","phylum","species","coordinatePrecision","subphylum","subclass","family","kingdomid","node_id","sss","shoredistance","sst","bathymetry","catalogNumber","occurrenceStatus","maximumDepthInMeters","occurrenceID","collectionID","eventID","minimumDepthInMeters","depth","locality","identifiedBy","dynamicProperties","associatedReferences","stateProvince","scientificNameAuthorship","preparations","subspecies","subspeciesid","fieldNumber","verbatimDepth","occurrenceRemarks","county","modified","dateIdentified","specificEpithet","habitat","institutionID","organismID","samplingProtocol","continent","coordinateUncertaintyInMeters","eventRemarks","taxonID","vernacularName","locationRemarks","countryCode","datasetName","lifeStage","locationID","datasetID","associatedSequences","language","type","fieldNotes","organismQuantity","verbatimEventDate","sampleSizeUnit","verbatimLocality","verbatimLatitude","organismQuantityType","parentEventID","islandGroup","samplingEffort","taxonRank","verbatimLongitude","nomenclaturalCode","geodeticDatum","taxonomicStatus","previousIdentifications","verbatimCoordinates","sampleSizeValue","island","infraspecificEpithet","recordNumber","higherGeography","typeStatus","georeferenceSources","rightsHolder","disposition","otherCatalogNumbers","sex","locationAccordingTo","georeferencedBy","ownerInstitutionCode","higherGeographyID","georeferenceProtocol","georeferencedDate","georeferenceRemarks","license","identificationVerificationStatus","identificationRemarks","verbatimSRS","georeferenceVerificationStatus","verbatimCoordinateSystem","accessRights","footprintWKT","municipality","taxonRemarks","materialSampleID","references","minimumElevationInMeters","maximumElevationInMeters","eventTime"
"United States",1977,"urn:lsid:marinespecies.org:taxname:367850","1977","Lytechinus variegatus",510604,"1.0",FALSE,367850,26.4167003632,149854,1806,123179,"HumanObservation",FALSE,"6469eeba-585a-4576-a01e-2b785b58dff3","21","Camarodonta",510534,"982d4bc2-c3f1-4018-befd-ed34b101e4b1",-83.8321990967,"DAUPHIN ISLAND MAFLA OCS data",240969600000,367850,"Odontophora",240969600000,"8","Lytechinus","US National Oceanographic Data Center. 2011. South Texas Outer Continental Shelf (STOCS) and Mississippi, Alabama, and Florida (MAFLA) Outer Continental Shelf study benthic organism sampling programs 1974-1978. US National Oceanographic Data Center. Silver Spring, Maryland, USA. Retrieve from http://obisusa.nbii.gov.","1977-08-21T12:00:00Z",FALSE,"Echinacea",FALSE,149855,240777,"Lytechinus variegatus",TRUE,148744,510517,"BOEMRE",240969600000,"Carinacea","Echinoidea","Echinidea",510518,"Gulf of Mexico","Animalia","T.S. HOPKINS",123082,"Echinodermata","Lytechinus variegatus","10000.0","Echinozoa","Euechinoidea","Toxopneustidae",2,"310922b4-9d0c-4de1-92d7-9b442d34765b",36.02,155168,25.96,95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2003,"urn:lsid:marinespecies.org:taxname:367850","2003","Lytechinus variegatus",510604,NA,FALSE,367850,-23.07,149854,1806,123179,"PreservedSpecimen",FALSE,"6558e4c0-08fe-47aa-91e1-29155fbe29d9","7","Camarodonta",510534,"eddee438-1ec9-4e50-83ca-a7ee7bc324cc",-44.253,"Echinoderms",1070755200000,367850,"Odontophora",1070755200000,"12","Lytechinus",NA,"2003-12-07T12:00:00Z",FALSE,"Echinacea",FALSE,149855,240777,"Lytechinus variegatus",TRUE,148744,510517,"MMA/BIO23",1070755200000,"Carinacea","Echinoidea","Echinidea",510518,NA,"Animalia",NA,123082,"Echinodermata","Lytechinus variegatus",NA,"Echinozoa","Euechinoidea","Toxopneustidae",2,"dde0dbd3-92fb-41e6-9f51-b1ae930a934b",36,18,23.75,-1,"VVLBOP421",NA,30,NA,NA,NA,30,30,"Ilha Itacuatiba","Ventura, C.R.R.; Verrissimo, I.; Lima, R.N.P.; Barcellos, C.F.; OigmanPszczol, S.S",NA,NA,NA,"(Lamarck, 1816)",NA,NA,NA,"42",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"United States",1967,"urn:lsid:marinespecies.org:taxname:367850","1967","Lytechinus variegatus",510604,"1.0",FALSE,367850,27.6170005798,149854,1806,123179,"PreservedSpecimen",FALSE,"6805ef3c-cfa1-4309-8210-bb99616e60ad",NA,"Camarodonta",510534,"89e23fc8-3f61-4480-9de3-358fe6eefe0b",-83.1169967651,"Invertebrate Zoology: Echinoderms",-78969600000,367850,"Odontophora",-78969600000,NA,"Lytechinus","Department of Invertebrate Zoology, Research and Collections Information System, NMNH, Smithsonian Institution. See: http://www.mnh.si.edu/rc/db/collection_db_policy1.html, 05-14-2010","1967-07-02T12:00:00Z",FALSE,"Echinacea",FALSE,149855,240777,"Lytechinus variegatus",TRUE,148744,510517,"USNM",-78969600000,"Carinacea","Echinoidea","Echinidea",510518,"North Atlantic Ocean","Animalia","Florida Department of Natural Resources",123082,"Echinodermata","Lytechinus variegatus",NA,"Echinozoa","Euechinoidea","Toxopneustidae",2,"310922b4-9d0c-4de1-92d7-9b442d34765b",35.94,34844,24.64,22,"E15089.322273",NA,18,NA,NA,NA,18,18,"18 Miles West Of Egmont Key","Serafy, D. K.","observedindividualcount=1;","National Museum of Natural History, Smithsonian Institution","Florida","(Lamarck)","Dry",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"United States",1977,"urn:lsid:marinespecies.org:taxname:367850","1977","Lytechinus variegatus",510604,"1.0",FALSE,367850,27.6718997955,149854,1806,123179,"HumanObservation",FALSE,"6941cda3-03ca-4548-a78b-20b258044f4c","23","Camarodonta",510534,"982d4bc2-c3f1-4018-befd-ed34b101e4b1",-83.8906021118,"DAUPHIN ISLAND MAFLA OCS data",241142400000,367850,"Odontophora",241142400000,"8","Lytechinus","US National Oceanographic Data Center. 2011. South Texas Outer Continental Shelf (STOCS) and Mississippi, Alabama, and Florida (MAFLA) Outer Continental Shelf study benthic organism sampling programs 1974-1978. US National Oceanographic Data Center. Silver Spring, Maryland, USA. Retrieve from http://obisusa.nbii.gov.","1977-08-23T12:00:00Z",FALSE,"Echinacea",FALSE,149855,240777,"Lytechinus variegatus",TRUE,148744,510517,"BOEMRE",241142400000,"Carinacea","Echinoidea","Echinidea",510518,"Gulf of Mexico","Animalia","T.S. HOPKINS",123082,"Echinodermata","Lytechinus variegatus","10000.0","Echinozoa","Euechinoidea","Toxopneustidae",2,"310922b4-9d0c-4de1-92d7-9b442d34765b",35.89,104604,25.02,51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Colombia",2012,"urn:lsid:marinespecies.org:taxname:367850","2012","Lytechinus variegatus",510604,NA,FALSE,367850,8.6721666,149854,1806,123179,"HumanObservation",FALSE,"6a40ca1e-991b-4c02-b35c-4b5c1a453b3c","18","Camarodonta",510534,"fc9cc04c-d9e6-4f5d-ba39-be3113f9f9ce",-77.3566666,NA,1353196800000,367850,"Odontophora",1353196800000,"11","Lytechinus",NA,"2012-11-18",FALSE,"Echinacea",FALSE,149855,240777,"Lytechinus variegatus",TRUE,148744,510517,"Instituto de Investigaciones Marinas y Costeras “José Benito Vives de Andréis” (Invemar)",1353196800000,"Carinacea","Echinoidea","Echinidea",510518,"Mar Caribe","Animalia","Raul Navas Camacho | Johanna Carolina Vega Sequeda",123082,"Echinodermata","Lytechinus variegatus",NA,"Echinozoa","Euechinoidea","Toxopneustidae",2,"d2f71b1b-9138-4aba-ad8f-8327ac3d041e",29.45,205,28.33,9,NA,"present",12,"INVEMAR:SIMAC:InvVag:CTI-2:2012:M2:002869",NA,"INVEMAR:SIMAC:InvVag:CTI-2:2012-11-18",9,10.5,"Ensenada Sapzurro, Cabo Tiburón M Estación CTI 2",NA,NA,NA,"Chocó","(Lamarck, 1816)",NA,NA,NA,NA,NA,NA,"Acandí",NA,NA,"variegatus","Area coralina","800250062-0",NA,"Protocolo SIMAC - Abundancia de invertebrados vágiles","SA",NA,"Nivel profundidad medio.",NA,"Erizo",NA,"CO","Sistema de Monitoreo de Arrecifes Coralinos - SIMAC 2012",NA,"http://marineregions.org/mrgid/25303","INVEMAR:SIMAC:2012",NA,"es","Evento","El número junto a letra que indica la parcela (S, M, P) corresponde al transecto evaluado.","2","2012/11/18","metros cuadrados","Cabo Tiburón M","8° 40' 19.7"" N","Individuos","INVEMAR:SIMAC:InvVag:CTI",NA,"5 transectos X 3 parcelas= 15 transectos","Especie","77° 21' 23.9"" W","ICZN","WGS84","Válido","Lytechinus variegatus","77° 21' 23.9"" W 8° 40' 19.7"" N","20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Capurganá",NA,NA,NA,NA,NA,NA
"Colombia",2011,"urn:lsid:marinespecies.org:taxname:367850","2011","Lytechinus variegatus",510604,NA,FALSE,367850,12.5004167,149854,1806,123179,"HumanObservation",FALSE,"6a4869db-0faa-4dd9-b6fc-cfdb453479dc","31","Camarodonta",510534,"fc9cc04c-d9e6-4f5d-ba39-be3113f9f9ce",-81.7333333,NA,1314748800000,367850,"Odontophora",1314748800000,"08","Lytechinus",NA,"2011-08-31",FALSE,"Echinacea",FALSE,149855,240777,"Lytechinus variegatus",TRUE,148744,510517,"Instituto de Investigaciones Marinas y Costeras “José Benito Vives de Andréis” (Invemar)",1314748800000,"Carinacea","Echinoidea","Echinidea",510518,"Mar Caribe","Animalia","Luis Alfonso Gómez | Cindy Melissa Montero",123082,"Echinodermata","Lytechinus variegatus",NA,"Echinozoa","Euechinoidea","Toxopneustidae",2,"d2f71b1b-9138-4aba-ad8f-8327ac3d041e",35.71,70,28.18,-6,NA,"present",18,"INVEMAR:SIMAC:InvVag:IGU-1:2011:M5:002688",NA,"INVEMAR:SIMAC:InvVag:IGU-1:2011-08-31",3,10.5,"Reserva de Biosfera Sea Flower, Iguana Estación IGU 1",NA,NA,NA,"Archipiélago de San Andrés, Providencia y Santa Catalina","(Lamarck, 1816)",NA,NA,NA,NA,NA,NA,"San Andrés",NA,NA,"variegatus","Area coralina","800250062-0",NA,"Protocolo SIMAC - Abundancia de invertebrados vágiles","SA",NA,"Niveles profundidad somero, intermedio y profundo. Datos de la Estación insertada del proyecto SIMAC.",NA,"Erizo",NA,"CO","Sistema de Monitoreo de Arrecifes Coralinos - SIMAC 2011",NA,"http://marineregions.org/mrgid/25303","INVEMAR:SIMAC:2011",NA,"es","Evento","El número junto a letra que indica la parcela (S, M, P) corresponde al transecto evaluado.","1","2011/08/31","metros cuadrados","Iguana","12° 30' 1.5"" N","Individuos","INVEMAR:SIMAC:InvVag:IGU","Archipiélago de San Andrés, Providencia y Santa Catalina","5 transectos X 3 parcelas= 15 transectos","Especie","81° 43' 59.9"" W","ICZN","WGS84","Válido","Lytechinus variegatus","81° 43' 59.9"" W 12° 30' 1.5"" N","20","San Andrés Isla",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2004,"urn:lsid:marinespecies.org:taxname:367850","2004","Lytechinus variegatus",510604,NA,FALSE,367850,-23.291,149854,1806,123179,"PreservedSpecimen",FALSE,"6a49a458-3940-4589-831e-65d2aa7344f0","21","Camarodonta",510534,"eddee438-1ec9-4e50-83ca-a7ee7bc324cc",-44.506,"Echinoderms",1085097600000,367850,"Odontophora",1085097600000,"5","Lytechinus",NA,"2004-05-21T12:00:00Z",FALSE,"Echinacea",FALSE,149855,240777,"Lytechinus variegatus",TRUE,148744,510517,"MMA/BIO23",1085097600000,"Carinacea","Echinoidea","Echinidea",510518,NA,"Animalia",NA,123082,"Echinodermata","Lytechinus variegatus",NA,"Echinozoa","Euechinoidea","Toxopneustidae",2,"dde0dbd3-92fb-41e6-9f51-b1ae930a934b",36.01,8,23.65,22,"VVLBOP372",NA,22.5,NA,NA,NA,22.5,22.5,"Ponta de Juatinga","Ventura, C.R.R.; Verrissimo, I.; Lima, R.N.P.; Barcellos, C.F.; OigmanPszczol, S.S",NA,NA,NA,"(Lamarck, 1816)",NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2003,"urn:lsid:marinespecies.org:taxname:367850","2003","Lytechinus variegatus",510604,NA,FALSE,367850,-23.221,149854,1806,123179,"PreservedSpecimen",FALSE,"6a679984-46f8-49bc-a430-04f27493053a","17","Camarodonta",510534,"eddee438-1ec9-4e50-83ca-a7ee7bc324cc",-44.558,"Echinoderms",1069027200000,367850,"Odontophora",1069027200000,"11","Lytechinus",NA,"2003-11-17T12:00:00Z",FALSE,"Echinacea",FALSE,149855,240777,"Lytechinus variegatus",TRUE,148744,510517,"MMA/BIO23",1069027200000,"Carinacea","Echinoidea","Echinidea",510518,NA,"Animalia",NA,123082,"Echinodermata","Lytechinus variegatus",NA,"Echinozoa","Euechinoidea","Toxopneustidae",2,"dde0dbd3-92fb-41e6-9f51-b1ae930a934b",35.98,80,23.72,-1,"VVLBOP376",NA,13,NA,NA,NA,13,13,"Ilha Deserta","Ventura, C.R.R.; Verrissimo, I.; Lima, R.N.P.; Barcellos, C.F.; OigmanPszczol, S.S",NA,NA,NA,"(Lamarck, 1816)",NA,NA,NA,"4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bahamas",1986,"urn:lsid:marinespecies.org:taxname:367850","1986","Lytechinus variegatus",510604,"1.0",FALSE,367850,26.5625,149854,1806,123179,"PreservedSpecimen",FALSE,"6aeffda3-4321-4155-9497-f15b7a420fd6","10","Camarodonta",510534,"89e23fc8-3f61-4480-9de3-358fe6eefe0b",-76.9130630493,"Invertebrate Zoology: Echinoderms",531964800000,367850,"Odontophora",531964800000,"11","Lytechinus","Department of Invertebrate Zoology, Research and Collections Information System, NMNH, Smithsonian Institution. See: http://www.mnh.si.edu/rc/db/collection_db_policy1.html, 05-14-2010","1986-11-10T12:00:00Z",FALSE,"Echinacea",FALSE,149855,240777,"Lytechinus variegatus",TRUE,148744,510517,"USNM",531964800000,"Carinacea","Echinoidea","Echinidea",510518,"North Atlantic Ocean","Animalia","T. Coffer",123082,"Echinodermata","Lytechinus variegatus",NA,"Echinozoa","Euechinoidea","Toxopneustidae",2,"310922b4-9d0c-4de1-92d7-9b442d34765b",36.44,4546,26.31,133,"E34078.342065",NA,32,NA,NA,NA,16,24,"Great Abaco Island, Elbow Cay, Off Hopetown","Ahearn, Cynthia","observedindividualcount=1;","National Museum of Natural History, Smithsonian Institution",NA,"(Lamarck)","Alcohol (Ethanol)",NA,NA,NA,NA,NA,NA,NA,"1987-01-28",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"United States",1976,"urn:lsid:marinespecies.org:taxname:367850","1976","Lytechinus variegatus",510604,"1.0",FALSE,367850,28.4950008392,149854,1806,123179,"HumanObservation",FALSE,"6b277acd-ad6b-496f-a8b1-930688e3376d","13","Camarodonta",510534,"982d4bc2-c3f1-4018-befd-ed34b101e4b1",-84.3414001465,"DAUPHIN ISLAND MAFLA OCS data",2.06064e+11,367850,"Odontophora",2.06064e+11,"7","Lytechinus","US National Oceanographic Data Center. 2011. South Texas Outer Continental Shelf (STOCS) and Mississippi, Alabama, and Florida (MAFLA) Outer Continental Shelf study benthic organism sampling programs 1974-1978. US National Oceanographic Data Center. Silver Spring, Maryland, USA. Retrieve from http://obisusa.nbii.gov.","1976-07-13T12:00:00Z",FALSE,"Echinacea",FALSE,149855,240777,"Lytechinus variegatus",TRUE,148744,510517,"BOEMRE",2.06064e+11,"Carinacea","Echinoidea","Echinidea",510518,"Gulf of Mexico","Animalia","T.S. HOPKINS",123082,"Echinodermata","Lytechinus variegatus","10000.0","Echinozoa","Euechinoidea","Toxopneustidae",2,"310922b4-9d0c-4de1-92d7-9b442d34765b",35.66,137862,24.62,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"United States",1977,"urn:lsid:marinespecies.org:taxname:367850","1977","Lytechinus variegatus",510604,"2.0",FALSE,367850,28.4808006287,149854,1806,123179,"HumanObservation",FALSE,"6b7b77ca-249b-4a45-b392-6962b5f708d5","28","Camarodonta",510534,"982d4bc2-c3f1-4018-befd-ed34b101e4b1",-84.3439025879,"DAUPHIN ISLAND MAFLA OCS data",246844800000,367850,"Odontophora",246844800000,"10","Lytechinus","US National Oceanographic Data Center. 2011. South Texas Outer Continental Shelf (STOCS) and Mississippi, Alabama, and Florida (MAFLA) Outer Continental Shelf study benthic organism sampling programs 1974-1978. US National Oceanographic Data Center. Silver Spring, Maryland, USA. Retrieve from http://obisusa.nbii.gov.","1977-10-28T12:00:00Z",FALSE,"Echinacea",FALSE,149855,240777,"Lytechinus variegatus",TRUE,148744,510517,"BOEMRE",246844800000,"Carinacea","Echinoidea","Echinidea",510518,"Gulf of Mexico","Animalia","T.S. HOPKINS",123082,"Echinodermata","Lytechinus variegatus","10000.0","Echinozoa","Euechinoidea","Toxopneustidae",2,"310922b4-9d0c-4de1-92d7-9b442d34765b",35.66,139183,24.62,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"United States",1984,"urn:lsid:marinespecies.org:taxname:422800","1984","Lytechinus variegatus carolinus",510604,"4.0",FALSE,422800,29.8233299255,149854,1806,123179,"PreservedSpecimen",FALSE,"6b7c72bd-a7b5-4b61-8a58-6bc1b03fbcf8","23","Camarodonta",510534,"89e23fc8-3f61-4480-9de3-358fe6eefe0b",-80.4499969482,"Invertebrate Zoology: Echinoderms",454118400000,367850,"Odontophora",454118400000,"5","Lytechinus","Department of Invertebrate Zoology, Research and Collections Information System, NMNH, Smithsonian Institution. See: http://www.mnh.si.edu/rc/db/collection_db_policy1.html, 05-14-2010","1984-05-23T12:00:00Z",FALSE,"Echinacea",FALSE,149855,240777,"Lytechinus variegatus carolinus",TRUE,148744,510517,"USNM",454118400000,"Carinacea","Echinoidea","Echinidea",510518,"North Atlantic Ocean","Animalia",NA,123082,"Echinodermata","Lytechinus variegatus",NA,"Echinozoa","Euechinoidea","Toxopneustidae",2,"310922b4-9d0c-4de1-92d7-9b442d34765b",36.2,75017,25.24,40,"E33228.341457",NA,37,NA,NA,NA,37,37,NA,"Turner, R. L.","observedindividualcount=4;","National Museum of Natural History, Smithsonian Institution","Florida","Agassiz","Dry","Lytechinus variegatus carolinus",422800,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"United States",1984,"urn:lsid:marinespecies.org:taxname:367850","1984","Lytechinus variegatus",510604,"2.0",FALSE,367850,30.3349990845,149854,1806,123179,"PreservedSpecimen",FALSE,"6b9f509a-1fc5-4abd-ac95-326558cd1e1e","22","Camarodonta",510534,"89e23fc8-3f61-4480-9de3-358fe6eefe0b",-81.2200012207,"Invertebrate Zoology: Echinoderms",4.54032e+11,367850,"Odontophora",4.54032e+11,"5","Lytechinus","Department of Invertebrate Zoology, Research and Collections Information System, NMNH, Smithsonian Institution. See: http://www.mnh.si.edu/rc/db/collection_db_policy1.html, 05-14-2010","1984-05-22T12:00:00Z",FALSE,"Echinacea",FALSE,149855,240777,"Lytechinus variegatus",TRUE,148744,510517,"USNM",4.54032e+11,"Carinacea","Echinoidea","Echinidea",510518,"North Atlantic Ocean","Animalia","Florida Department of Natural Resources",123082,"Echinodermata","Lytechinus variegatus",NA,"Echinozoa","Euechinoidea","Toxopneustidae",2,"310922b4-9d0c-4de1-92d7-9b442d34765b",36.12,16464,22.96,18,"E41152.349613",NA,18.3,NA,NA,NA,18.3,18.3,"Jacksonvile Beach, East Of","Turner, R. L.","observedindividualcount=2;","National Museum of Natural History, Smithsonian Institution","Florida","(Lamarck)","Alcohol (Ethanol)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"United States",1976,"urn:lsid:marinespecies.org:taxname:367850","1976","Lytechinus variegatus",510604,"28.0",FALSE,367850,27.8367004395,149854,1806,123179,"HumanObservation",FALSE,"6bc08aae-f854-41d4-9a9a-901ea1342daa","13","Camarodonta",510534,"982d4bc2-c3f1-4018-befd-ed34b101e4b1",-83.510597229,"DAUPHIN ISLAND MAFLA OCS data",2.06064e+11,367850,"Odontophora",2.06064e+11,"7","Lytechinus","US National Oceanographic Data Center. 2011. South Texas Outer Continental Shelf (STOCS) and Mississippi, Alabama, and Florida (MAFLA) Outer Continental Shelf study benthic organism sampling programs 1974-1978. US National Oceanographic Data Center. Silver Spring, Maryland, USA. Retrieve from http://obisusa.nbii.gov.","1976-07-13T12:00:00Z",FALSE,"Echinacea",FALSE,149855,240777,"Lytechinus variegatus",TRUE,148744,510517,"BOEMRE",2.06064e+11,"Carinacea","Echinoidea","Echinidea",510518,"Gulf of Mexico","Animalia","T.S. HOPKINS",123082,"Echinodermata","Lytechinus variegatus","10000.0","Echinozoa","Euechinoidea","Toxopneustidae",2,"310922b4-9d0c-4de1-92d7-9b442d34765b",35.91,64944,24.62,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
