"country","date_year","habitat","institutionID","scientificNameID","year","scientificName","superfamilyid","county","dropped","aphiaID","language","decimalLatitude","subclassid","type","phylumid","familyid","occurrenceStatus","basisOfRecord","terrestrial","fieldNotes","maximumDepthInMeters","id","day","order","organismQuantity","verbatimEventDate","infraorderid","sampleSizeUnit","island","dataset_id","locality","stateProvince","decimalLongitude","verbatimLocality","date_end","speciesid","occurrenceID","superfamily","verbatimLatitude","date_start","month","genus","organismQuantityType","samplingProtocol","parentEventID","eventDate","continent","eventID","brackish","superorder","scientificNameAuthorship","islandGroup","absence","samplingEffort","taxonRank","eventRemarks","superorderid","genusid","originalScientificName","marine","minimumDepthInMeters","subphylumid","infraclassid","vernacularName","institutionCode","countryCode","verbatimLongitude","date_mid","infraclass","class","infraorder","nomenclaturalCode","orderid","datasetName","geodeticDatum","taxonomicStatus","kingdom","waterBody","specificEpithet","recordedBy","classid","phylum","depth","previousIdentifications","species","locationID","verbatimCoordinates","subphylum","subclass","datasetID","family","kingdomid","sampleSizeValue","node_id","sss","shoredistance","sst","bathymetry","catalogNumber","collectionCode","collectionID","municipality","nameAccordingToID","minimumElevationInMeters","maximumElevationInMeters","preparations","nameAccordingTo","identifiedBy","verbatimSRS","modified","infraspecificEpithet","recordNumber","higherGeography","typeStatus","georeferenceSources","dynamicProperties","individualCount","associatedReferences","fieldNumber","bibliographicCitation","dateIdentified","references","georeferenceRemarks","eventTime","georeferencedDate","georeferencedBy","ownerInstitutionCode","locationRemarks","occurrenceRemarks","rightsHolder","locationAccordingTo","license","identificationVerificationStatus","identificationRemarks","georeferenceVerificationStatus","accessRights","higherGeographyID","georeferenceProtocol","disposition","otherCatalogNumbers","verbatimCoordinateSystem","verbatimDepth","coordinatePrecision","coordinateUncertaintyInMeters","sex","lifeStage"
"Colombia",2003,"Area coralina","800250062-0","urn:lsid:marinespecies.org:taxname:422490","2003","Tripneustes ventricosus",510604,"San Andrés",FALSE,422490,"es",12.5551833,149854,"Evento",1806,123179,"present","HumanObservation",FALSE,"El número junto a letra que indica la parcela (S, M, P) corresponde al transecto evaluado.",6,"84f809ad-84af-4026-80ab-04b5e525cea8","14","Camarodonta","25","2003/11/14",510534,"metros cuadrados","San Andrés Isla","fc9cc04c-d9e6-4f5d-ba39-be3113f9f9ce","Reserva de Biosfera Sea Flower, Acuario Estación ACU 1","Archipiélago de San Andrés, Providencia y Santa Catalina",-81.6956166,"Acuario 1",1.068768e+12,422490,"INVEMAR:SIMAC:InvVag:ACU-1:2003:S3:001111","Odontophora","12° 33' 18.6"" N",1.068768e+12,"11","Tripneustes","Individuos","Protocolo SIMAC - Abundancia de invertebrados vágiles","INVEMAR:SIMAC:InvVag:ACU","2003-11-14","SA","INVEMAR:SIMAC:InvVag:ACU-1:2003-11-14",FALSE,"Echinacea","(Lamarck, 1816)","Archipiélago de San Andrés, Providencia y Santa Catalina",FALSE,"5 transectos X 3 parcelas= 15 transectos","Especie","Nivel profundidad somera.",149855,206063,"Tripneustes ventricosus",TRUE,3,148744,510517,"Erizo","Instituto de Investigaciones Marinas y Costeras “José Benito Vives de Andréis” (Invemar)","CO","81° 41' 44.2"" W",1.068768e+12,"Carinacea","Echinoidea","Echinidea","ICZN",510518,"Sistema de Monitoreo de Arrecifes Coralinos - SIMAC 2003","WGS84","Válido","Animalia","Mar Caribe","ventricosus","Enrique Arboleda | Katherine Bernal",123082,"Echinodermata",4.5,"Tripneustes ventricosus","Tripneustes ventricosus","http://marineregions.org/mrgid/25303","81° 41' 44.2"" W 12° 33' 18.6"" N","Echinozoa","Euechinoidea","INVEMAR:SIMAC:2003","Toxopneustidae",2,"20","d2f71b1b-9138-4aba-ad8f-8327ac3d041e",35.71,749,28.18,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Colombia",2002,"Area coralina","800250062-0","urn:lsid:marinespecies.org:taxname:422490","2002","Tripneustes ventricosus",510604,"Acandí",FALSE,422490,"es",8.6704166,149854,"Evento",1806,123179,"present","HumanObservation",FALSE,"El número junto a letra que indica la parcela (S, M, P) corresponde al transecto evaluado.",3,"86287e9a-2455-4224-a82d-12e13e0ce447","29","Camarodonta","3","2002/06/29",510534,"metros cuadrados",NA,"fc9cc04c-d9e6-4f5d-ba39-be3113f9f9ce","Ensenada Sapzurro, Cabo Tiburón S Estación CTI 1","Chocó",-77.3586666,"Cabo Tiburón S",1025308800000,422490,"INVEMAR:SIMAC:InvVag:CTI-1:2002:S3:000424","Odontophora","8° 40' 13.4"" N",1025308800000,"06","Tripneustes","Individuos","Protocolo SIMAC - Abundancia de invertebrados vágiles","INVEMAR:SIMAC:InvVag:CTI","2002-06-29","SA","INVEMAR:SIMAC:InvVag:CTI-1:2002-06-29",FALSE,"Echinacea","(Lamarck, 1816)",NA,FALSE,"5 transectos X 3 parcelas= 15 transectos","Especie","Nivel profundidad somero.",149855,206063,"Tripneustes ventricosus",TRUE,2,148744,510517,"Erizo","Instituto de Investigaciones Marinas y Costeras “José Benito Vives de Andréis” (Invemar)","CO","77° 21' 31.1"" W",1025308800000,"Carinacea","Echinoidea","Echinidea","ICZN",510518,"Sistema de Monitoreo de Arrecifes Coralinos - SIMAC 2002","WGS84","Válido","Animalia","Mar Caribe","ventricosus","Oscar Caucali | Nelson Manrique",123082,"Echinodermata",2.5,"Tripneustes ventricosus","Tripneustes ventricosus","http://marineregions.org/mrgid/25303","77° 21' 31.1"" W 8° 40' 13.4"" N","Echinozoa","Euechinoidea","INVEMAR:SIMAC:2002","Toxopneustidae",2,"20","d2f71b1b-9138-4aba-ad8f-8327ac3d041e",29.45,60,28.33,-51,NA,NA,NA,"Capurganá",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Colombia",2003,"Area coralina","800250062-0","urn:lsid:marinespecies.org:taxname:422490","2003","Tripneustes ventricosus",510604,"San Andrés",FALSE,422490,"es",12.5004167,149854,"Evento",1806,123179,"present","HumanObservation",FALSE,"El número junto a letra que indica la parcela (S, M, P) corresponde al transecto evaluado.",18,"869cfb82-d150-4835-bd91-c952eb91314c","09","Camarodonta","1","2003/09/09",510534,"metros cuadrados","San Andrés Isla","fc9cc04c-d9e6-4f5d-ba39-be3113f9f9ce","Reserva de Biosfera Sea Flower, Iguana Estación IGU 1","Archipiélago de San Andrés, Providencia y Santa Catalina",-81.7333333,"Iguana",1063065600000,422490,"INVEMAR:SIMAC:InvVag:IGU-1:2003:S5:000935","Odontophora","12° 30' 1.5"" N",1063065600000,"09","Tripneustes","Individuos","Protocolo SIMAC - Abundancia de invertebrados vágiles","INVEMAR:SIMAC:InvVag:IGU","2003-09-09","SA","INVEMAR:SIMAC:InvVag:IGU-1:2003-09-09",FALSE,"Echinacea","(Lamarck, 1816)","Archipiélago de San Andrés, Providencia y Santa Catalina",FALSE,"5 transectos X 3 parcelas= 15 transectos","Especie","Niveles profundidad somero, intermedio y profundo. Datos de la Estación insertada del proyecto SIMAC.",149855,206063,"Tripneustes ventricosus",TRUE,3,148744,510517,"Erizo","Instituto de Investigaciones Marinas y Costeras “José Benito Vives de Andréis” (Invemar)","CO","81° 43' 59.9"" W",1063065600000,"Carinacea","Echinoidea","Echinidea","ICZN",510518,"Sistema de Monitoreo de Arrecifes Coralinos - SIMAC 2003","WGS84","Válido","Animalia","Mar Caribe","ventricosus","María Catalina Reyes Nivia | Isabel Cristina Chacón Gómez",123082,"Echinodermata",10.5,"Tripneustes ventricosus","Tripneustes ventricosus","http://marineregions.org/mrgid/25303","81° 43' 59.9"" W 12° 30' 1.5"" N","Echinozoa","Euechinoidea","INVEMAR:SIMAC:2003","Toxopneustidae",2,"20","d2f71b1b-9138-4aba-ad8f-8327ac3d041e",35.71,70,28.18,-6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Colombia",1985,NA,NA,"urn:lsid:marinespecies.org:taxname:422490","1985","Tripneustes ventricosus",510604,NA,FALSE,422490,NA,11.3349046707,149854,NA,1806,123179,NA,"PreservedSpecimen",FALSE,NA,NA,"87ee20b6-1f2a-44a9-a08a-bd270ed0df5c",NA,"Camarodonta",NA,NA,510534,NA,NA,"f7777a70-e23c-436a-a0cb-9200bf87e194","Bahia de Nenguange","MAGDALENA",-74.0907058716,NA,489110400000,422490,NA,"Odontophora",NA,489110400000,NA,"Tripneustes",NA,NA,NA,"1985-07-02T12:00:00Z",NA,NA,FALSE,"Echinacea","(Lamarck, 1816)",NA,FALSE,NA,NA,NA,149855,206063,"Tripneustes ventricosus",TRUE,NA,148744,510517,NA,"INVEMAR",NA,NA,489110400000,"Carinacea","Echinoidea","Echinidea",NA,510518,NA,NA,NA,"Animalia","Caribe",NA,"Jorge Gallo",123082,"Echinodermata",NA,NA,"Tripneustes ventricosus",NA,NA,"Echinozoa","Euechinoidea",NA,"Toxopneustidae",2,NA,"310922b4-9d0c-4de1-92d7-9b442d34765b",35.37,573,27.16,43,"EQU-36","MHNMC",NA,NA,NA,NA,NA,NA,NA,"Jorge Gallo",NA,NA,NA,NA,NA,NA,NA,NA,"1.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Colombia",2001,"Area coralina","800250062-0","urn:lsid:marinespecies.org:taxname:422490","2001","Tripneustes ventricosus",510604,"San Andrés",FALSE,422490,"es",12.5551833,149854,"Evento",1806,123179,"present","HumanObservation",FALSE,"El número junto a letra que indica la parcela (S, M, P) corresponde al transecto evaluado.",6,"88119624-bf84-4a4c-bd8f-ed987b883de5","22","Camarodonta","8","2001/10/22",510534,"metros cuadrados","San Andrés Isla","fc9cc04c-d9e6-4f5d-ba39-be3113f9f9ce","Reserva de Biosfera Sea Flower, Acuario Estación ACU 1","Archipiélago de San Andrés, Providencia y Santa Catalina",-81.6956166,"Acuario 1",1003708800000,422490,"INVEMAR:SIMAC:InvVag:ACU-1:2001:S1:000171","Odontophora","12° 33' 18.6"" N",1003708800000,"10","Tripneustes","Individuos","Protocolo SIMAC - Abundancia de invertebrados vágiles","INVEMAR:SIMAC:InvVag:ACU","2001-10-22","SA","INVEMAR:SIMAC:InvVag:ACU-1:2001-10-22",FALSE,"Echinacea","(Lamarck, 1816)","Archipiélago de San Andrés, Providencia y Santa Catalina",FALSE,"5 transectos X 3 parcelas= 15 transectos","Especie","Nivel profundidad somera.",149855,206063,"Tripneustes ventricosus",TRUE,3,148744,510517,"Erizo","Instituto de Investigaciones Marinas y Costeras “José Benito Vives de Andréis” (Invemar)","CO","81° 41' 44.2"" W",1003708800000,"Carinacea","Echinoidea","Echinidea","ICZN",510518,"Sistema de Monitoreo de Arrecifes Coralinos - SIMAC 2001","WGS84","Válido","Animalia","Mar Caribe","ventricosus","Valeria Pizarro | Sonia Bejarano",123082,"Echinodermata",4.5,"Tripneustes ventricosus","Tripneustes ventricosus","http://marineregions.org/mrgid/25303","81° 41' 44.2"" W 12° 33' 18.6"" N","Echinozoa","Euechinoidea","INVEMAR:SIMAC:2001","Toxopneustidae",2,"20","d2f71b1b-9138-4aba-ad8f-8327ac3d041e",35.71,749,28.18,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Colombia",2003,"Area coralina","800250062-0","urn:lsid:marinespecies.org:taxname:422490","2003","Tripneustes ventricosus",510604,"San Andrés",FALSE,422490,"es",12.5004167,149854,"Evento",1806,123179,"present","HumanObservation",FALSE,"El número junto a letra que indica la parcela (S, M, P) corresponde al transecto evaluado.",18,"8959eade-ec91-46d0-93d4-de93c6dc031b","09","Camarodonta","1","2003/09/09",510534,"metros cuadrados","San Andrés Isla","fc9cc04c-d9e6-4f5d-ba39-be3113f9f9ce","Reserva de Biosfera Sea Flower, Iguana Estación IGU 1","Archipiélago de San Andrés, Providencia y Santa Catalina",-81.7333333,"Iguana",1063065600000,422490,"INVEMAR:SIMAC:InvVag:IGU-1:2003:S2:000927","Odontophora","12° 30' 1.5"" N",1063065600000,"09","Tripneustes","Individuos","Protocolo SIMAC - Abundancia de invertebrados vágiles","INVEMAR:SIMAC:InvVag:IGU","2003-09-09","SA","INVEMAR:SIMAC:InvVag:IGU-1:2003-09-09",FALSE,"Echinacea","(Lamarck, 1816)","Archipiélago de San Andrés, Providencia y Santa Catalina",FALSE,"5 transectos X 3 parcelas= 15 transectos","Especie","Niveles profundidad somero, intermedio y profundo. Datos de la Estación insertada del proyecto SIMAC.",149855,206063,"Tripneustes ventricosus",TRUE,3,148744,510517,"Erizo","Instituto de Investigaciones Marinas y Costeras “José Benito Vives de Andréis” (Invemar)","CO","81° 43' 59.9"" W",1063065600000,"Carinacea","Echinoidea","Echinidea","ICZN",510518,"Sistema de Monitoreo de Arrecifes Coralinos - SIMAC 2003","WGS84","Válido","Animalia","Mar Caribe","ventricosus","Raul Navas Camacho | Isabel Cristina Chacón Gómez",123082,"Echinodermata",10.5,"Tripneustes ventricosus","Tripneustes ventricosus","http://marineregions.org/mrgid/25303","81° 43' 59.9"" W 12° 30' 1.5"" N","Echinozoa","Euechinoidea","INVEMAR:SIMAC:2003","Toxopneustidae",2,"20","d2f71b1b-9138-4aba-ad8f-8327ac3d041e",35.71,70,28.18,-6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Colombia",2002,"Area coralina","800250062-0","urn:lsid:marinespecies.org:taxname:422490","2002","Tripneustes ventricosus",510604,"San Andrés",FALSE,422490,"es",12.5551833,149854,"Evento",1806,123179,"present","HumanObservation",FALSE,"El número junto a letra que indica la parcela (S, M, P) corresponde al transecto evaluado.",6,"89daec02-5c9b-434f-9a63-7eda2889e732","07","Camarodonta","14","2002/11/07",510534,"metros cuadrados","San Andrés Isla","fc9cc04c-d9e6-4f5d-ba39-be3113f9f9ce","Reserva de Biosfera Sea Flower, Acuario Estación ACU 1","Archipiélago de San Andrés, Providencia y Santa Catalina",-81.6956166,"Acuario 1",1036627200000,422490,"INVEMAR:SIMAC:InvVag:ACU-1:2002:S1:000657","Odontophora","12° 33' 18.6"" N",1036627200000,"11","Tripneustes","Individuos","Protocolo SIMAC - Abundancia de invertebrados vágiles","INVEMAR:SIMAC:InvVag:ACU","2002-11-07","SA","INVEMAR:SIMAC:InvVag:ACU-1:2002-11-07",FALSE,"Echinacea","(Lamarck, 1816)","Archipiélago de San Andrés, Providencia y Santa Catalina",FALSE,"5 transectos X 3 parcelas= 15 transectos","Especie","Nivel profundidad somera.",149855,206063,"Tripneustes ventricosus",TRUE,3,148744,510517,"Erizo","Instituto de Investigaciones Marinas y Costeras “José Benito Vives de Andréis” (Invemar)","CO","81° 41' 44.2"" W",1036627200000,"Carinacea","Echinoidea","Echinidea","ICZN",510518,"Sistema de Monitoreo de Arrecifes Coralinos - SIMAC 2002","WGS84","Válido","Animalia","Mar Caribe","ventricosus","Juan Pablo Caldas | Sonia Bejarano",123082,"Echinodermata",4.5,"Tripneustes ventricosus","Tripneustes ventricosus","http://marineregions.org/mrgid/25303","81° 41' 44.2"" W 12° 33' 18.6"" N","Echinozoa","Euechinoidea","INVEMAR:SIMAC:2002","Toxopneustidae",2,"20","d2f71b1b-9138-4aba-ad8f-8327ac3d041e",35.71,749,28.18,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Colombia",2002,"Area coralina","800250062-0","urn:lsid:marinespecies.org:taxname:422490","2002","Tripneustes ventricosus",510604,"San Andrés",FALSE,422490,"es",12.5687,149854,"Evento",1806,123179,"present","HumanObservation",FALSE,"El número junto a letra que indica la parcela (S, M, P) corresponde al transecto evaluado.",12,"8b490b7b-1365-416f-9b0e-9f1111a268ae","15","Camarodonta","1","2002/11/15",510534,"metros cuadrados","San Andrés Isla","fc9cc04c-d9e6-4f5d-ba39-be3113f9f9ce","Reserva de Biosfera Sea Flower, Emisario Estación EMI 2","Archipiélago de San Andrés, Providencia y Santa Catalina",-81.7258,"Emisario 2",1037318400000,422490,"INVEMAR:SIMAC:InvVag:EMI-2:2002:M1:000722","Odontophora","12° 34' 7.3"" N",1037318400000,"11","Tripneustes","Individuos","Protocolo SIMAC - Abundancia de invertebrados vágiles","INVEMAR:SIMAC:InvVag:EMI","2002-11-15","SA","INVEMAR:SIMAC:InvVag:EMI-2:2002-11-15",FALSE,"Echinacea","(Lamarck, 1816)","Archipiélago de San Andrés, Providencia y Santa Catalina",FALSE,"5 transectos X 3 parcelas= 15 transectos","Especie","Nivel profundidad intermedio.",149855,206063,"Tripneustes ventricosus",TRUE,9,148744,510517,"Erizo","Instituto de Investigaciones Marinas y Costeras “José Benito Vives de Andréis” (Invemar)","CO","81° 43' 32.8"" W",1037318400000,"Carinacea","Echinoidea","Echinidea","ICZN",510518,"Sistema de Monitoreo de Arrecifes Coralinos - SIMAC 2002","WGS84","Válido","Animalia","Mar Caribe","ventricosus","Juan Pablo Caldas | Sonia Bejarano",123082,"Echinodermata",10.5,"Tripneustes ventricosus","Tripneustes ventricosus","http://marineregions.org/mrgid/25303","81° 43' 32.8"" W 12° 34' 7.3"" N","Echinozoa","Euechinoidea","INVEMAR:SIMAC:2002","Toxopneustidae",2,"20","d2f71b1b-9138-4aba-ad8f-8327ac3d041e",35.71,254,28.18,175,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Colombia",2002,"Area coralina","800250062-0","urn:lsid:marinespecies.org:taxname:422490","2002","Tripneustes ventricosus",510604,"Santa Marta",FALSE,422490,"es",11.3256111,149854,"Evento",1806,123179,"present","HumanObservation",FALSE,"El número junto a letra que indica la parcela (S, M, P) corresponde al transecto evaluado.",16,"8b59bb34-6aba-4bf1-8be6-a50cd321cd9f","25","Camarodonta","1","2002/10/25",510534,"metros cuadrados",NA,"fc9cc04c-d9e6-4f5d-ba39-be3113f9f9ce","Parque Nacional Natural Tayrona, Bahía Chengue C1 Estación CHE 1","Magdalena",-74.1283611,"Chengue C1",1.035504e+12,422490,"INVEMAR:SIMAC:InvVag:CHE-1:2002:S1:000644","Odontophora","11° 19' 32.1"" N",1.035504e+12,"10","Tripneustes","Individuos","Protocolo SIMAC - Abundancia de invertebrados vágiles","INVEMAR:SIMAC:InvVag:CHE","2002-10-25","SA","INVEMAR:SIMAC:InvVag:CHE-1:2002-10-25",FALSE,"Echinacea","(Lamarck, 1816)",NA,FALSE,"5 transectos X 3 parcelas= 15 transectos","Especie","Niveles profundidad somero, medio, profundo. Estación proyecto SIMAC. Monitoreo de temperatura en la parcela intermedia.",149855,206063,"Tripneustes ventricosus",TRUE,3,148744,510517,"Erizo","Instituto de Investigaciones Marinas y Costeras “José Benito Vives de Andréis” (Invemar)","CO","74° 7' 42"" W",1.035504e+12,"Carinacea","Echinoidea","Echinidea","ICZN",510518,"Sistema de Monitoreo de Arrecifes Coralinos - SIMAC 2002","WGS84","Válido","Animalia","Mar Caribe","ventricosus","Nelson Manrique | Sonia Bejarano",123082,"Echinodermata",9.5,"Tripneustes ventricosus","Tripneustes ventricosus","http://marineregions.org/mrgid/25303","74° 7' 42"" W 11° 19' 32.1"" N","Echinozoa","Euechinoidea","INVEMAR:SIMAC:2002","Toxopneustidae",2,"20","d2f71b1b-9138-4aba-ad8f-8327ac3d041e",35.36,54,27.31,-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Colombia",1999,"Area coralina","800250062-0","urn:lsid:marinespecies.org:taxname:422490","1999","Tripneustes ventricosus",510604,"San Andrés",FALSE,422490,"es",12.5004167,149854,"Evento",1806,123179,"present","HumanObservation",FALSE,"El número junto a letra que indica la parcela (S, M, P) corresponde al transecto evaluado.",18,"8d2533bb-1648-476d-84ce-b846c927bb22","15","Camarodonta","2","1999/09/15",510534,"metros cuadrados","San Andrés Isla","fc9cc04c-d9e6-4f5d-ba39-be3113f9f9ce","Reserva de Biosfera Sea Flower, Iguana Estación IGU 1","Archipiélago de San Andrés, Providencia y Santa Catalina",-81.7333333,"Iguana",937353600000,422490,"INVEMAR:SIMAC:InvVag:IGU-1:1999:M5:000024","Odontophora","12° 30' 1.5"" N",937353600000,"09","Tripneustes","Individuos","Protocolo SIMAC - Abundancia de invertebrados vágiles","INVEMAR:SIMAC:InvVag:IGU","1999-09-15","SA","INVEMAR:SIMAC:InvVag:IGU-1:1999-09-15",FALSE,"Echinacea","(Lamarck, 1816)","Archipiélago de San Andrés, Providencia y Santa Catalina",FALSE,"5 transectos X 3 parcelas= 15 transectos","Especie","Niveles profundidad somero, intermedio y profundo. Datos de la Estación insertada del proyecto SIMAC.",149855,206063,"Tripneustes ventricosus",TRUE,3,148744,510517,"Erizo","Instituto de Investigaciones Marinas y Costeras “José Benito Vives de Andréis” (Invemar)","CO","81° 43' 59.9"" W",937353600000,"Carinacea","Echinoidea","Echinidea","ICZN",510518,"Sistema de Monitoreo de Arrecifes Coralinos - SIMAC 1999","WGS84","Válido","Animalia","Mar Caribe","ventricosus","Pilar Herrón | Nelson Manrique",123082,"Echinodermata",10.5,"Tripneustes ventricosus","Tripneustes ventricosus","http://marineregions.org/mrgid/25303","81° 43' 59.9"" W 12° 30' 1.5"" N","Echinozoa","Euechinoidea","INVEMAR:SIMAC:1999","Toxopneustidae",2,"20","d2f71b1b-9138-4aba-ad8f-8327ac3d041e",35.71,70,28.18,-6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Colombia",2001,"Area coralina","800250062-0","urn:lsid:marinespecies.org:taxname:422490","2001","Tripneustes ventricosus",510604,"San Andrés",FALSE,422490,"es",12.5687,149854,"Evento",1806,123179,"present","HumanObservation",FALSE,"El número junto a letra que indica la parcela (S, M, P) corresponde al transecto evaluado.",12,"8d59a20e-ef13-4563-a7f0-5e05a533bcc5","25","Camarodonta","6","2001/10/25",510534,"metros cuadrados","San Andrés Isla","fc9cc04c-d9e6-4f5d-ba39-be3113f9f9ce","Reserva de Biosfera Sea Flower, Emisario Estación EMI 1","Archipiélago de San Andrés, Providencia y Santa Catalina",-81.7258,"Emisario 1",1.003968e+12,422490,"INVEMAR:SIMAC:InvVag:EMI-1:2001:M4:000280","Odontophora","12° 34' 7.3"" N",1.003968e+12,"10","Tripneustes","Individuos","Protocolo SIMAC - Abundancia de invertebrados vágiles","INVEMAR:SIMAC:InvVag:EMI","2001-10-25","SA","INVEMAR:SIMAC:InvVag:EMI-1:2001-10-25",FALSE,"Echinacea","(Lamarck, 1816)","Archipiélago de San Andrés, Providencia y Santa Catalina",FALSE,"5 transectos X 3 parcelas= 15 transectos","Especie","Nivel profundidad medio.",149855,206063,"Tripneustes ventricosus",TRUE,9,148744,510517,"Erizo","Instituto de Investigaciones Marinas y Costeras “José Benito Vives de Andréis” (Invemar)","CO","81° 43' 32.8"" W",1.003968e+12,"Carinacea","Echinoidea","Echinidea","ICZN",510518,"Sistema de Monitoreo de Arrecifes Coralinos - SIMAC 2001","WGS84","Válido","Animalia","Mar Caribe","ventricosus","Valeria Pizarro | Sonia Bejarano",123082,"Echinodermata",10.5,"Tripneustes ventricosus","Tripneustes ventricosus","http://marineregions.org/mrgid/25303","81° 43' 32.8"" W 12° 34' 7.3"" N","Echinozoa","Euechinoidea","INVEMAR:SIMAC:2001","Toxopneustidae",2,"20","d2f71b1b-9138-4aba-ad8f-8327ac3d041e",35.71,254,28.18,175,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"United States",1963,NA,NA,"urn:lsid:marinespecies.org:taxname:422490","1963","Tripneustes ventricosus",510604,NA,FALSE,422490,NA,24.7133293152,149854,NA,1806,123179,NA,"PreservedSpecimen",FALSE,NA,1,"8dadd7ad-82d7-48bb-ad66-50bfa6eac522",NA,"Camarodonta",NA,NA,510534,NA,NA,"89e23fc8-3f61-4480-9de3-358fe6eefe0b","Florida Keys, Knight's Channel","Florida",-81.128326416,NA,-202694400000,422490,NA,"Odontophora",NA,-202694400000,"7","Tripneustes",NA,NA,NA,"1963-07-31T12:00:00Z",NA,NA,FALSE,"Echinacea","(Lamarck)",NA,FALSE,NA,NA,NA,149855,206063,"Tripneustes ventricosus",TRUE,1,148744,510517,NA,"USNM",NA,NA,-202694400000,"Carinacea","Echinoidea","Echinidea",NA,510518,NA,NA,NA,"Animalia","North Atlantic Ocean",NA,"Kier & Sohl",123082,"Echinodermata",1,NA,"Tripneustes ventricosus",NA,NA,"Echinozoa","Euechinoidea",NA,"Toxopneustidae",2,NA,"310922b4-9d0c-4de1-92d7-9b442d34765b",36.08,749,26.88,2,"E36717.344991","Invertebrate Zoology: Echinoderms",NA,NA,NA,NA,NA,"Dry",NA,"Kier, Porter",NA,NA,NA,NA,NA,NA,NA,"observedindividualcount=3;","3.0","National Museum of Natural History, Smithsonian Institution",NA,"Department of Invertebrate Zoology, Research and Collections Information System, NMNH, Smithsonian Institution. See: http://www.mnh.si.edu/rc/db/collection_db_policy1.html, 05-14-2010",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
